rsid,bbl,tid,longi,lat,street,inaddress,type1,type2,outadd,tigerlineid
160,3010580033,36047015900,-73.97292,40.675987,L,"229 SAINT JOHNS PL,, BROOKLYN,, NY,, 11217",Match,Exact,"229 ST JOHNS PL, BROOKLYN, NY, 11217",59078181
161,3010580066,36047015900,-73.97372,40.676304,L,"179 SAINT JOHNS PL,, BROOKLYN,, NY,, 11217",Match,Exact,"179 ST JOHNS PL, BROOKLYN, NY, 11217",59078181
162,3010590001,36047015900,-73.974556,40.67579,L,"57 7TH AVE,, BROOKLYN,, NY,, 11217",Match,Exact,"57 7TH AVE, BROOKLYN, NY, 11217",59078180
163,3010590028,36047015900,-73.97331,40.676132,R,"218 SAINT JOHNS PL,, BROOKLYN,, NY,, 11217",Match,Exact,"218 ST JOHNS PL, BROOKLYN, NY, 11217",59078181
164,3010590045,36047015900,-73.97196,40.674965,R,"20 8TH AVE,, BROOKLYN,, NY,, 11217",Match,Exact,"20 8TH AVE, BROOKLYN, NY, 11217",59078214
165,3010590050,36047015900,-73.97279,40.675037,L,"239 LINCOLN PL,, BROOKLYN,, NY,, 11217",Match,Exact,"239 LINCOLN PL, BROOKLYN, NY, 11217",59078183
166,3010590050,36047015900,-73.97302,40.675125,L,"229 LINCOLN PL,, BROOKLYN,, NY,, 11217",Match,Exact,"229 LINCOLN PL, BROOKLYN, NY, 11217",59078183
167,3010590061,36047015900,-73.97348,40.675304,L,"209 LINCOLN PL,, BROOKLYN,, NY,, 11217",Match,Exact,"209 LINCOLN PL, BROOKLYN, NY, 11217",59078183
168,3010590009,36047015900,-73.97422,40.676273,L,"41 7TH AVE,, BROOKLYN,, NY,, 11217",Match,Exact,"41 7TH AVE, BROOKLYN, NY, 11217",59078180
169,3010610014,36047015900,-73.97414,40.67555,R,"186 LINCOLN PL,, BROOKLYN,, NY,, 11217",Match,Exact,"186 LINCOLN PL, BROOKLYN, NY, 11217",59078183
170,3010610028,36047015900,-73.97358,40.67533,R,"220 LINCOLN PL,, BROOKLYN,, NY,, 11217",Match,Exact,"220 LINCOLN PL, BROOKLYN, NY, 11217",59078183
171,3010610030,36047015900,-73.97351,40.675304,R,"224 LINCOLN PL,, BROOKLYN,, NY,, 11217",Match,Exact,"224 LINCOLN PL, BROOKLYN, NY, 11217",59078183
172,3010610034,36047015900,-73.97338,40.675255,R,"232 LINCOLN PL,, BROOKLYN,, NY,, 11217",Match,Exact,"232 LINCOLN PL, BROOKLYN, NY, 11217",59078183
173,3010610035,36047015900,-73.97335,40.67524,R,"234 LINCOLN PL,, BROOKLYN,, NY,, 11217",Match,Exact,"234 LINCOLN PL, BROOKLYN, NY, 11217",59078183
174,3010610042,36047015900,-73.972336,40.67442,R,"40 8TH AVE,, BROOKLYN,, NY,, 11217",Match,Exact,"40 8TH AVE, BROOKLYN, NY, 11217",59078227
175,3010610048,36047015900,-73.97381,40.67463,L,"233 BERKELEY PL,, BROOKLYN,, NY,, 11217",Match,Exact,"233 BERKELEY PL, BROOKLYN, NY, 11217",59078195
176,3010610052,36047015900,-73.97394,40.67468,L,"225 BERKELEY PL,, BROOKLYN,, NY,, 11217",Match,Exact,"225 BERKELEY PL, BROOKLYN, NY, 11217",59078195
177,3010610066,36047015900,-73.974464,40.674885,L,"193 BERKELEY PL,, BROOKLYN,, NY,, 11217",Match,Exact,"193 BERKELEY PL, BROOKLYN, NY, 11217",59078195
178,3010610068,36047015900,-73.97456,40.674923,L,"187 BERKELEY PL,, BROOKLYN,, NY,, 11217",Match,Exact,"187 BERKELEY PL, BROOKLYN, NY, 11217",59078195
179,3010620011,36047015900,-73.97146,40.673767,R,"25 PLAZA ST W,, BROOKLYN,, NY,, 11217",Match,Exact,"25 PLAZA ST W, BROOKLYN, NY, 11217",59078229
180,3010630001,36047015900,-73.975266,40.674393,L,"857 UNION ST,, BROOKLYN,, NY,, 11215",Match,Exact,"857 UNION ST, BROOKLYN, NY, 11215",642653465
181,3010630017,36047015900,-73.97415,40.67475,R,"198 BERKELEY PL,, BROOKLYN,, NY,, 11217",Match,Exact,"198 BERKELEY PL, BROOKLYN, NY, 11217",59078195
182,3010630021,36047015900,-73.97394,40.674667,R,"206 BERKELEY PL,, BROOKLYN,, NY,, 11217",Match,Exact,"206 BERKELEY PL, BROOKLYN, NY, 11217",59078195
183,3010630026,36047015900,-73.97357,40.674522,R,"220 BERKELEY PL,, BROOKLYN,, NY,, 11217",Match,Exact,"220 BERKELEY PL, BROOKLYN, NY, 11217",59078195
184,3010630061,36047015900,-73.97428,40.67401,L,"885 UNION ST,, BROOKLYN,, NY,, 11215",Match,Exact,"885 UNION ST, BROOKLYN, NY, 11215",642653465
185,3010630062,36047015900,-73.97435,40.674038,L,"883 UNION ST,, BROOKLYN,, NY,, 11215",Match,Exact,"883 UNION ST, BROOKLYN, NY, 11215",642653465
186,3010630067,36047015900,-73.9747,40.674175,L,"873 UNION ST,, BROOKLYN,, NY,, 11215",Match,Exact,"873 UNION ST, BROOKLYN, NY, 11215",642653465
187,3010630069,36047015900,-73.97484,40.67423,L,"869 UNION ST,, BROOKLYN,, NY,, 11215",Match,Exact,"869 UNION ST, BROOKLYN, NY, 11215",642653465
188,3010630007,36047015900,-73.974625,40.674934,R,"180 BERKELEY PL,, BROOKLYN,, NY,, 11217",Match,Exact,"180 BERKELEY PL, BROOKLYN, NY, 11217",59078195
189,3010640001,36047015900,-73.972916,40.67354,L,"71 8TH AVE,, BROOKLYN,, NY,, 11217",Match,Exact,"71 8TH AVE, BROOKLYN, NY, 11217",59078219
190,3010640003,36047015900,-73.97281,40.6737,L,"65 8TH AVE,, BROOKLYN,, NY,, 11217",Match,Exact,"65 8TH AVE, BROOKLYN, NY, 11217",59078219
191,3010640037,36047015900,-73.97263,40.67337,L,"927 UNION ST,, BROOKLYN,, NY,, 11215",Match,Exact,"927 UNION ST, BROOKLYN, NY, 11215",642653475
192,3010640037,36047015900,-73.97268,40.673386,L,"925 UNION ST,, BROOKLYN,, NY,, 11215",Match,Exact,"925 UNION ST, BROOKLYN, NY, 11215",642653475
193,3010640006,36047015900,-73.9727,40.67386,L,"59 8TH AVE,, BROOKLYN,, NY,, 11217",Match,Exact,"59 8TH AVE, BROOKLYN, NY, 11217",59078219
194,3010650011,36047015700,-73.97456,40.67411,R,"830 UNION ST,, BROOKLYN,, NY,, 11215",Match,Exact,"830 UNION ST, BROOKLYN, NY, 11215",642653465
195,3010650012,36047015700,-73.974495,40.674084,R,"832 UNION ST,, BROOKLYN,, NY,, 11215",Match,Exact,"832 UNION ST, BROOKLYN, NY, 11215",642653465
196,3010650022,36047015700,-73.97379,40.67381,R,"852 UNION ST,, BROOKLYN,, NY,, 11215",Match,Exact,"852 UNION ST, BROOKLYN, NY, 11215",642653465
197,3010650031,36047015700,-73.97306,40.67335,R,"78 8TH AVE,, BROOKLYN,, NY,, 11215",Match,Exact,"78 8TH AVE, BROOKLYN, NY, 11215",59078225
198,3010650051,36047015700,-73.97461,40.673336,L,"859 PRESIDENT ST,, BROOKLYN,, NY,, 11215",Match,Exact,"859 PRESIDENT ST, BROOKLYN, NY, 11215",59078185
199,3010650053,36047015700,-73.97471,40.673378,L,"855 PRESIDENT ST,, BROOKLYN,, NY,, 11215",Match,Exact,"855 PRESIDENT ST, BROOKLYN, NY, 11215",59078185
200,3010650054,36047015700,-73.97476,40.673397,L,"853 PRESIDENT ST,, BROOKLYN,, NY,, 11215",Match,Exact,"853 PRESIDENT ST, BROOKLYN, NY, 11215",59078185
201,3010650058,36047015700,-73.97497,40.673477,L,"845 PRESIDENT ST,, BROOKLYN,, NY,, 11215",Match,Exact,"845 PRESIDENT ST, BROOKLYN, NY, 11215",59078185
202,3010650007,36047015700,-73.974846,40.67422,R,"822 UNION ST,, BROOKLYN,, NY,, 11215",Match,Exact,"822 UNION ST, BROOKLYN, NY, 11215",642653465
203,3010660011,36047016500,-73.97245,40.67329,R,"882 UNION ST,, BROOKLYN,, NY,, 11215",Match,Exact,"882 UNION ST, BROOKLYN, NY, 11215",642653475
204,3010660013,36047016500,-73.97231,40.673233,R,"886 UNION ST,, BROOKLYN,, NY,, 11215",Match,Exact,"886 UNION ST, BROOKLYN, NY, 11215",642653475
205,3010660014,36047016500,-73.97217,40.67318,R,"890 UNION ST,, BROOKLYN,, NY,, 11215",Match,Exact,"890 UNION ST, BROOKLYN, NY, 11215",642653475
206,3010660014,36047016500,-73.972244,40.673206,R,"888 UNION ST,, BROOKLYN,, NY,, 11215",Match,Exact,"888 UNION ST, BROOKLYN, NY, 11215",642653475
207,3010660019,36047016500,-73.97196,40.6731,R,"896 UNION ST,, BROOKLYN,, NY,, 11215",Match,Exact,"896 UNION ST, BROOKLYN, NY, 11215",642653475
208,3010660020,36047016500,-73.971886,40.673073,R,"898 UNION ST,, BROOKLYN,, NY,, 11215",Match,Exact,"898 UNION ST, BROOKLYN, NY, 11215",642653475
209,3010660021,36047016500,-73.97182,40.673046,R,"900 UNION ST,, BROOKLYN,, NY,, 11215",Match,Exact,"900 UNION ST, BROOKLYN, NY, 11215",642653475
210,3010660005,36047016500,-73.97312,40.67323,L,"83 8TH AVE,, BROOKLYN,, NY,, 11215",Match,Exact,"83 8TH AVE, BROOKLYN, NY, 11215",59078225
211,3010660006,36047016500,-73.9731,40.67327,L,"81 8TH AVE,, BROOKLYN,, NY,, 11215",Match,Exact,"81 8TH AVE, BROOKLYN, NY, 11215",59078225
212,3010670015,36047015700,-73.97527,40.67358,R,"834 PRESIDENT ST,, BROOKLYN,, NY,, 11215",Match,Exact,"834 PRESIDENT ST, BROOKLYN, NY, 11215",59078185
213,3010670026,36047015700,-73.97469,40.67336,R,"856 PRESIDENT ST,, BROOKLYN,, NY,, 11215",Match,Exact,"856 PRESIDENT ST, BROOKLYN, NY, 11215",59078185
214,3010670030,36047015700,-73.97448,40.673275,R,"864 PRESIDENT ST,, BROOKLYN,, NY,, 11215",Match,Exact,"864 PRESIDENT ST, BROOKLYN, NY, 11215",59078185
215,3010670032,36047015700,-73.97438,40.673233,R,"868 PRESIDENT ST,, BROOKLYN,, NY,, 11215",Match,Exact,"868 PRESIDENT ST, BROOKLYN, NY, 11215",59078185
216,3010670039,36047015700,-73.97343,40.672806,R,"100 8TH AVE,, BROOKLYN,, NY,, 11215",Match,Exact,"100 8TH AVE, BROOKLYN, NY, 11215",59078223
217,3010670043,36047015700,-73.97353,40.67265,R,"106 8TH AVE,, BROOKLYN,, NY,, 11215",Match,Exact,"106 8TH AVE, BROOKLYN, NY, 11215",59078223
218,3010670045,36047015700,-73.973755,40.67233,R,"118 8TH AVE,, BROOKLYN,, NY,, 11215",Match,Exact,"118 8TH AVE, BROOKLYN, NY, 11215",59078223
219,3010670063,36047015700,-73.97507,40.672718,L,"773 CARROLL ST,, BROOKLYN,, NY,, 11215",Match,Exact,"773 CARROLL ST, BROOKLYN, NY, 11215",59078190
220,3010670007,36047015700,-73.97564,40.673725,R,"820 PRESIDENT ST,, BROOKLYN,, NY,, 11215",Match,Exact,"820 PRESIDENT ST, BROOKLYN, NY, 11215",59078185
221,3010680013,36047016500,-73.9731,40.672737,R,"904 PRESIDENT ST,, BROOKLYN,, NY,, 11215",Match,Exact,"904 PRESIDENT ST, BROOKLYN, NY, 11215",59078224
222,3010680022,36047016500,-73.97271,40.672585,R,"922 PRESIDENT ST,, BROOKLYN,, NY,, 11215",Match,Exact,"922 PRESIDENT ST, BROOKLYN, NY, 11215",59078224
223,3010680025,36047016500,-73.97258,40.672535,R,"928 PRESIDENT ST,, BROOKLYN,, NY,, 11215",Match,Exact,"928 PRESIDENT ST, BROOKLYN, NY, 11215",59078224
224,3010680028,36047016500,-73.97245,40.67248,R,"934 PRESIDENT ST,, BROOKLYN,, NY,, 11215",Match,Exact,"934 PRESIDENT ST, BROOKLYN, NY, 11215",59078224
225,3010680029,36047016500,-73.972404,40.672466,R,"936 PRESIDENT ST,, BROOKLYN,, NY,, 11215",Match,Exact,"936 PRESIDENT ST, BROOKLYN, NY, 11215",59078224
226,3010680003,36047016500,-73.9737,40.67239,L,"115 8TH AVE,, BROOKLYN,, NY,, 11215",Match,Exact,"115 8TH AVE, BROOKLYN, NY, 11215",59078223
227,3010680032,36047016500,-73.97232,40.672432,R,"940 PRESIDENT ST,, BROOKLYN,, NY,, 11215",Match,Exact,"940 PRESIDENT ST, BROOKLYN, NY, 11215",59078224
228,3010680033,36047016500,-73.972275,40.672417,R,"942 PRESIDENT ST,, BROOKLYN,, NY,, 11215",Match,Exact,"942 PRESIDENT ST, BROOKLYN, NY, 11215",59078224
229,3010680052,36047016500,-73.97255,40.671734,L,"851 CARROLL ST,, BROOKLYN,, NY,, 11215",Match,Exact,"851 CARROLL ST, BROOKLYN, NY, 11215",59078222
230,3010680054,36047016500,-73.97263,40.671764,L,"847 CARROLL ST,, BROOKLYN,, NY,, 11215",Match,Exact,"847 CARROLL ST, BROOKLYN, NY, 11215",59078222
231,3010680059,36047016500,-73.97285,40.67185,L,"837 CARROLL ST,, BROOKLYN,, NY,, 11215",Match,Exact,"837 CARROLL ST, BROOKLYN, NY, 11215",59078222
232,3010680063,36047016500,-73.97306,40.671932,L,"827 CARROLL ST,, BROOKLYN,, NY,, 11215",Match,Exact,"827 CARROLL ST, BROOKLYN, NY, 11215",59078222
233,3010680068,36047016500,-73.973274,40.672016,L,"817 CARROLL ST,, BROOKLYN,, NY,, 11215",Match,Exact,"817 CARROLL ST, BROOKLYN, NY, 11215",59078222
234,3010700012,36047015700,-73.97542,40.67284,R,"786 CARROLL ST,, BROOKLYN,, NY,, 11215",Match,Exact,"786 CARROLL ST, BROOKLYN, NY, 11215",59078190
235,3010700031,36047015700,-73.975624,40.67163,L,"247 GARFIELD PL,, BROOKLYN,, NY,, 11215",Match,Exact,"247 GARFIELD PL, BROOKLYN, NY, 11215",59078232
236,3010710014,36047015700,-73.974014,40.672005,R,"130 8TH AVE,, BROOKLYN,, NY,, 11215",Match,Exact,"130 8TH AVE, BROOKLYN, NY, 11215",59078221
237,3010710027,36047015700,-73.974434,40.6715,R,"154 8TH AVE,, BROOKLYN,, NY,, 11215",Match,Exact,"154 8TH AVE, BROOKLYN, NY, 11215",59078240
238,3010710004,36047015700,-73.974236,40.671738,R,"140 8TH AVE,, BROOKLYN,, NY,, 11215",Match,Exact,"140 8TH AVE, BROOKLYN, NY, 11215",59078240
239,3010720016,36047016500,-73.97266,40.671764,R,"856 CARROLL ST,, BROOKLYN,, NY,, 11215",Match,Exact,"856 CARROLL ST, BROOKLYN, NY, 11215",59078222
240,3010720032,36047016500,-73.971794,40.67143,R,"888 CARROLL ST,, BROOKLYN,, NY,, 11215",Match,Exact,"888 CARROLL ST, BROOKLYN, NY, 11215",59078222
241,3010720005,36047016500,-73.97391,40.67211,L,"123 8TH AVE,, BROOKLYN,, NY,, 11215",Match,Exact,"123 8TH AVE, BROOKLYN, NY, 11215",59078221
242,3010720057,36047016500,-73.97339,40.6714,L,"31 MONTGOMERY PL,, BROOKLYN,, NY,, 11215",Match,Exact,"31 MONTGOMERY PL, BROOKLYN, NY, 11215",59078241
243,3010730019,36047016500,-73.97342,40.671406,R,"30 MONTGOMERY PL,, BROOKLYN,, NY,, 11215",Match,Exact,"30 MONTGOMERY PL, BROOKLYN, NY, 11215",59078241
244,3010730021,36047016500,-73.973335,40.671364,R,"34 MONTGOMERY PL,, BROOKLYN,, NY,, 11215",Match,Exact,"34 MONTGOMERY PL, BROOKLYN, NY, 11215",59078241
245,3010730051,36047016500,-73.973755,40.670727,L,"319 GARFIELD PL,, BROOKLYN,, NY,, 11215",Match,Exact,"319 GARFIELD PL, BROOKLYN, NY, 11215",59078243
246,3010730062,36047016500,-73.9741,40.670895,L,"297 GARFIELD PL,, BROOKLYN,, NY,, 11215",Match,Exact,"297 GARFIELD PL, BROOKLYN, NY, 11215",59078243
247,3010730064,36047016500,-73.97416,40.67092,L,"293 GARFIELD PL,, BROOKLYN,, NY,, 11215",Match,Exact,"293 GARFIELD PL, BROOKLYN, NY, 11215",59078243
248,3010740015,36047015700,-73.97606,40.671825,R,"232 GARFIELD PL,, BROOKLYN,, NY,, 11215",Match,Exact,"232 GARFIELD PL, BROOKLYN, NY, 11215",59078232
249,3010740020,36047015700,-73.97581,40.671707,R,"242 GARFIELD PL,, BROOKLYN,, NY,, 11215",Match,Exact,"242 GARFIELD PL, BROOKLYN, NY, 11215",59078232
250,3010740021,36047015700,-73.97576,40.671684,R,"244 GARFIELD PL,, BROOKLYN,, NY,, 11215",Match,Exact,"244 GARFIELD PL, BROOKLYN, NY, 11215",59078232
251,3010740042,36047015700,-73.97512,40.670677,R,"190 8TH AVE,, BROOKLYN,, NY,, 11215",Match,Exact,"190 8TH AVE, BROOKLYN, NY, 11215",59078242
252,3001070047,36047001300,-73.98608,40.69766,L,"133 CONCORD ST,, BROOKLYN,, NY,, 11201",Match,Exact,"133 CONCORD ST, BROOKLYN, NY, 11201",59096523
253,3010750001,36047016500,-73.97523,40.670525,L,"193 8TH AVE,, BROOKLYN,, NY,, 11215",Match,Exact,"193 8TH AVE, BROOKLYN, NY, 11215",59078238
254,3010750001,36047016500,-73.97513,40.670647,L,"189 8TH AVE,, BROOKLYN,, NY,, 11215",Match,Exact,"189 8TH AVE, BROOKLYN, NY, 11215",59078242
255,3010750025,36047016500,-73.97393,40.6708,R,"306 GARFIELD PL,, BROOKLYN,, NY,, 11215",Match,Exact,"306 GARFIELD PL, BROOKLYN, NY, 11215",59078243
256,3010750026,36047016500,-73.9739,40.670784,R,"308 GARFIELD PL,, BROOKLYN,, NY,, 11215",Match,Exact,"308 GARFIELD PL, BROOKLYN, NY, 11215",59078243
257,3010750029,36047016500,-73.9738,40.67074,R,"314 GARFIELD PL,, BROOKLYN,, NY,, 11215",Match,Exact,"314 GARFIELD PL, BROOKLYN, NY, 11215",59078243
258,3010750035,36047016500,-73.97237,40.669983,R,"40 PROSPECT PARK W,, BROOKLYN,, NY,, 11215",Match,Exact,"40 PROSPECT PARK W, BROOKLYN, NY, 11215",59078251
259,3010750039,36047016500,-73.97257,40.66973,R,"44 PROSPECT PARK W,, BROOKLYN,, NY,, 11215",Match,Exact,"44 PROSPECT PARK W, BROOKLYN, NY, 11215",59078251
260,3010760003,36047015500,-73.97792,40.671272,L,"183 7TH AVE,, BROOKLYN,, NY,, 11215",Match,Exact,"183 7TH AVE, BROOKLYN, NY, 11215",59078162
261,3010760032,36047015500,-73.975685,40.670803,R,"504 1ST ST,, BROOKLYN,, NY,, 11215",Match,Exact,"504 1ST ST, BROOKLYN, NY, 11215",59078163
262,3010760004,36047015500,-73.977875,40.671326,L,"181 7TH AVE,, BROOKLYN,, NY,, 11215",Match,Exact,"181 7TH AVE, BROOKLYN, NY, 11215",59078162
263,3010760005,36047015500,-73.97783,40.671383,L,"179 7TH AVE,, BROOKLYN,, NY,, 11215",Match,Exact,"179 7TH AVE, BROOKLYN, NY, 11215",59078162
264,3010760006,36047015500,-73.97778,40.67144,L,"177 7TH AVE,, BROOKLYN,, NY,, 11215",Match,Exact,"177 7TH AVE, BROOKLYN, NY, 11215",59078162
265,3010760007,36047015500,-73.97774,40.671497,L,"175 7TH AVE,, BROOKLYN,, NY,, 11215",Match,Exact,"175 7TH AVE, BROOKLYN, NY, 11215",59078162
266,3010760008,36047015500,-73.97643,40.671165,R,"458 1ST ST,, BROOKLYN,, NY,, 11215",Match,Exact,"458 1ST ST, BROOKLYN, NY, 11215",59078163
267,3010770001,36047016500,-73.97541,40.66984,L,"573 2ND ST,, BROOKLYN,, NY,, 11215",Match,Exact,"573 2ND ST, BROOKLYN, NY, 11215",59078234
268,3010770004,36047016500,-73.975494,40.670204,L,"207 8TH AVE,, BROOKLYN,, NY,, 11215",Match,Exact,"207 8TH AVE, BROOKLYN, NY, 11215",59078238
269,3010770007,36047016500,-73.97534,40.670387,L,"199 8TH AVE,, BROOKLYN,, NY,, 11215",Match,Exact,"199 8TH AVE, BROOKLYN, NY, 11215",59078238
270,3010780001,36047015500,-73.978424,40.67067,L,"203 7TH AVE,, BROOKLYN,, NY,, 11215",Match,Exact,"203 7TH AVE, BROOKLYN, NY, 11215",59078160
271,3010780016,36047015500,-73.977,40.670593,R,"534 2ND ST,, BROOKLYN,, NY,, 11215",Match,Exact,"534 2ND ST, BROOKLYN, NY, 11215",59078161
272,3010780016,36047015500,-73.977234,40.670708,R,"526 2ND ST,, BROOKLYN,, NY,, 11215",Match,Exact,"526 2ND ST, BROOKLYN, NY, 11215",59078161
273,3010780031,36047015500,-73.97636,40.670284,R,"556 2ND ST,, BROOKLYN,, NY,, 11215",Match,Exact,"556 2ND ST, BROOKLYN, NY, 11215",59078161
274,3010780006,36047015500,-73.97823,40.670895,L,"195 7TH AVE,, BROOKLYN,, NY,, 11215",Match,Exact,"195 7TH AVE, BROOKLYN, NY, 11215",59078160
275,3010780060,36047015500,-73.97746,40.669987,L,"533 3RD ST,, BROOKLYN,, NY,, 11215",Match,Exact,"533 3RD ST, BROOKLYN, NY, 11215",59078159
276,3010780007,36047015500,-73.97819,40.670948,L,"193 7TH AVE,, BROOKLYN,, NY,, 11215",Match,Exact,"193 7TH AVE, BROOKLYN, NY, 11215",59078160
277,3010790001,36047016500,-73.975914,40.66924,L,"579 3RD ST,, BROOKLYN,, NY,, 11215",Match,Exact,"579 3RD ST, BROOKLYN, NY, 11215",59078236
278,3010790001,36047016500,-73.976006,40.669285,L,"573 3RD ST,, BROOKLYN,, NY,, 11215",Match,Exact,"573 3RD ST, BROOKLYN, NY, 11215",59078236
279,3010790017,36047016500,-73.975,40.66963,R,"606 2ND ST,, BROOKLYN,, NY,, 11215",Match,Exact,"606 2ND ST, BROOKLYN, NY, 11215",59078234
280,3010790027,36047016500,-73.97464,40.669456,R,"628 2ND ST,, BROOKLYN,, NY,, 11215",Match,Exact,"628 2ND ST, BROOKLYN, NY, 11215",59078234
281,3010790040,36047016500,-73.97379,40.668274,R,"70 PROSPECT PARK W,, BROOKLYN,, NY,, 11215",Match,Exact,"70 PROSPECT PARK W, BROOKLYN, NY, 11215",59078250
282,3010790040,36047016500,-73.97358,40.668526,R,"66 PROSPECT PARK W,, BROOKLYN,, NY,, 11215",Match,Exact,"66 PROSPECT PARK W, BROOKLYN, NY, 11215",59078250
283,3010790005,36047016500,-73.97577,40.669872,L,"225 8TH AVE,, BROOKLYN,, NY,, 11215",Match,Exact,"225 8TH AVE, BROOKLYN, NY, 11215",59078233
284,3010800035,36047015500,-73.97625,40.669327,R,"300 8TH AVE,, BROOKLYN,, NY,, 11215",Match,Exact,"300 8TH AVE, BROOKLYN, NY, 11215",59078235
285,3010800006,36047015500,-73.97859,40.67046,L,"209 7TH AVE,, BROOKLYN,, NY,, 11215",Match,Exact,"209 7TH AVE, BROOKLYN, NY, 11215",59078158
286,3010800066,36047015500,-73.9783,40.66955,L,"473 4TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"473 4TH ST, BROOKLYN, NY, 11215",59078157
287,3010800068,36047015500,-73.97842,40.669605,L,"469 4TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"469 4TH ST, BROOKLYN, NY, 11215",59078157
288,3010810001,36047016500,-73.97651,40.668682,L,"525 4TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"525 4TH ST, BROOKLYN, NY, 11215",59078245
289,3010810003,36047016500,-73.976295,40.66925,L,"315 8TH AVE,, BROOKLYN,, NY,, 11215",Match,Exact,"315 8TH AVE, BROOKLYN, NY, 11215",59078235
290,3010810043,36047016500,-73.97408,40.667927,R,"78 PROSPECT PARK W,, BROOKLYN,, NY,, 11215",Match,Exact,"78 PROSPECT PARK W, BROOKLYN, NY, 11215",59078256
291,3010810005,36047016500,-73.97626,40.6693,L,"305 8TH AVE,, BROOKLYN,, NY,, 11215",Match,Exact,"305 8TH AVE, BROOKLYN, NY, 11215",59078235
292,3001080015,36047001500,-73.98453,40.698425,R,"180 NASSAU ST,, BROOKLYN,, NY,, 11201",Match,Exact,"180 NASSAU ST, BROOKLYN, NY, 11201",59075135
293,3010810061,36047016500,-73.9761,40.668484,L,"561 4TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"561 4TH ST, BROOKLYN, NY, 11215",59078245
294,3010810065,36047016500,-73.97621,40.668537,L,"551 4TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"551 4TH ST, BROOKLYN, NY, 11215",59078245
295,3010810067,36047016500,-73.97626,40.66856,L,"547 4TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"547 4TH ST, BROOKLYN, NY, 11215",59078245
296,3010810069,36047016500,-73.9763,40.668583,L,"543 4TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"543 4TH ST, BROOKLYN, NY, 11215",59078245
297,3010820037,36047015500,-73.97677,40.668705,R,"404 8TH AVE,, BROOKLYN,, NY,, 11215",Match,Exact,"404 8TH AVE, BROOKLYN, NY, 11215",59078244
298,3010820039,36047015500,-73.97678,40.668686,R,"408 8TH AVE,, BROOKLYN,, NY,, 11215",Match,Exact,"408 8TH AVE, BROOKLYN, NY, 11215",59078244
299,3010820042,36047015500,-73.97681,40.668663,R,"412 8TH AVE,, BROOKLYN,, NY,, 11215",Match,Exact,"412 8TH AVE, BROOKLYN, NY, 11215",59078244
300,3010820043,36047015500,-73.97684,40.66862,R,"420 8TH AVE,, BROOKLYN,, NY,, 11215",Match,Exact,"420 8TH AVE, BROOKLYN, NY, 11215",59078244
301,3010820047,36047015500,-73.97811,40.668617,L,"529 5TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"529 5TH ST, BROOKLYN, NY, 11215",59078155
302,3010820047,36047015500,-73.9782,40.66866,L,"527 5TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"527 5TH ST, BROOKLYN, NY, 11215",59078155
303,3010820049,36047015500,-73.978294,40.6687,L,"525 5TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"525 5TH ST, BROOKLYN, NY, 11215",59078155
304,3010820052,36047015500,-73.97856,40.668835,L,"519 5TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"519 5TH ST, BROOKLYN, NY, 11215",59078155
305,3010827501,36047015500,-73.978745,40.668922,L,"515 5TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"515 5TH ST, BROOKLYN, NY, 11215",59078155
306,3010830005,36047016500,-73.97674,40.66872,L,"401 8TH AVE,, BROOKLYN,, NY,, 11215",Match,Exact,"401 8TH AVE, BROOKLYN, NY, 11215",59078244
307,3010830065,36047016500,-73.9767,40.66793,L,"571 5TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"571 5TH ST, BROOKLYN, NY, 11215",59078169
308,3010840029,36047015300,-73.97843,40.66876,R,"522 5TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"522 5TH ST, BROOKLYN, NY, 11215",59078155
309,3010840031,36047015300,-73.97835,40.668716,R,"524 5TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"524 5TH ST, BROOKLYN, NY, 11215",59078155
310,3010840034,36047015300,-73.978004,40.66855,R,"532 5TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"532 5TH ST, BROOKLYN, NY, 11215",59078155
311,3010850014,36047016500,-73.97676,40.667946,R,"568 5TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"568 5TH ST, BROOKLYN, NY, 11215",59078169
312,3010850017,36047016500,-73.97668,40.667908,R,"574 5TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"574 5TH ST, BROOKLYN, NY, 11215",59078169
313,3010850023,36047016500,-73.97657,40.667854,R,"582 5TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"582 5TH ST, BROOKLYN, NY, 11215",59078169
